StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,female,age,educ,party,party_4_TEXT,interest_politics,interest_voted_2020,interest_news,attention_news,pre_pos_nuc,pre_pos_ss,pre_pos_health,pre_pos_cap,pre_pos_tax,pre_pos_teach,pre_underst_nuc,pre_underst_ss,pre_underst_health,pre_underst_cap,pre_underst_tax,pre_underst_teach,reasons_text_health,post_underst_health,post_pos_health,reasons_text_ss,post_underst_ss,post_pos_ss,reasons_text_nuc,post_underst_nuc,post_pos_nuc,reasons_text_teach,post_underst_teach,post_pos_teach,reasons_text_cap,post_underst_cap,post_pos_cap,reasons_text_tax,post_underst_tax,post_pos_tax,expl_text_health,post_underst_health,post_pos_health,expl_text_ss,post_underst_ss,post_pos_ss,expl_text_nuc,post_underst_nuc,post_pos_nuc,expl_text_teach,post_underst_teach,post_pos_teach,expl_text_cap,post_underst_cap,post_pos_cap,expl_text_tax,post_underst_tax,post_pos_tax,issue_ideology_nuc,issue_ideology_ss,issue_ideology_health,issue_ideology_cap,issue_ideology_tax,issue_ideology_teach,attention_ideology,attention_birth_year,mturk_id,MTurkCode,condition_expl
2024-08-14 06:30:11,2024-08-14 06:30:12,Survey Test,,100,1,True,2024-08-14 06:30:12,R_a4z8WWM27Ky9wt8,,,,,,,test,,Male,"Euismod consequat? Metus natoque, aliquam proin turpis lectus gravida vitae.",c.Some college,a.Democrat,,Far less than average,e.Don't remember,More than 3 times per week,"New York Times website,Huffington Post,CNN.com,FoxNews.com,ABC News website,CBS News website,NBC News website,Reuters website,USA Today website,New York Post Online",Strongly in favor,Somewhat against,In favor,Strongly against,Somewhat against,In favor,4,7 - Thorough understanding,2,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Felis sit phasellus eu nec mattis accumsan vel. Mi neque. Placerat, duis consectetuer eget.",2,Somewhat against,Quis pretium tincidunt sit cras posuere magnis morbi. Dolor in. Amet maecenas tellus donec tempor.,Vague understanding,Strongly in favor,Liberal,Somewhat Liberal,Somewhat Liberal,Somewhat Conservative,Very Conservative,Somewhat Conservative,Somewhat Conservative,1643624517,Vestibulum ligula massa aenean etiam odio etiam natoque diam! Tellus.,,1
2024-08-14 06:30:12,2024-08-14 06:30:12,Survey Test,,100,0,True,2024-08-14 06:30:13,R_2ccvgWBNj40KBam,,,,,,,test,,Female,Cras placerat bibendum porta nullam nullam mauris sapien felis est eros laoreet.,f.Master's degree,a.Democrat,,Far less than average,e.Don't remember,More than 3 times per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,The Drudge Report,The Associated Press (AP) website,Reuters website,USA Today website,New York Post Online,None of these websites",Somewhat against,Strongly against,Against,Neither in favor nor against,In favor,Somewhat against,6,4,5,4,5,7 - Thorough understanding,,,,,,,,,,,,,,,,,,,,,,,,,"Culpa elementum! Maecenas turpis, risus enim euismod tempora porta montes mi dolorem? Augue blandit curabitur.",5,Against,Suspendisse rutrum vulputate vel cursus tortor volutpat vivamus potenti platea placerat.,1 - Vague understanding,Strongly against,,,,,,,Very Liberal,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Somewhat Liberal,Somewhat Conservative,Conservative,Conservative,1330437848,"Pharetra? Phasellus curabitur tortor, eu volutpat venenatis. Massa quam! Porttitor.",,1
2024-08-14 06:30:13,2024-08-14 06:30:13,Survey Test,,100,0,True,2024-08-14 06:30:13,R_3JM4Ra5uCEX43OK,,,,,,,test,,Female,Scelerisque vestibulum! Gravida ullamcorper blandit orci! Sit. Nunc consectetuer aliquam ipsum placerat morbi facilisi.,c.Some college,b.Republican,,Somewhat less than average,c.Yes,1-3 times per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,The Drudge Report,Google News,ABC News website,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website,New York Post Online,None of these websites",Strongly against,In favor,Strongly against,Against,Against,Somewhat in favor,4,4,2,5,7 - Thorough understanding,7 - Thorough understanding,"Fermentum ab sem culpa porta cursus pellentesque. Temporibus temporibus nullam eget nec, posuere luctus.",7 - Thorough understanding,Against,Nulla integer mattis non. Urna nunc per malesuada quam tempor tempus luctus molestie ultrices.,5,Against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,Conservative,Somewhat Liberal,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Very Liberal,Conservative,348057085,"Convallis aenean dignissim, porta accusamus commodo consectetuer. Montes dolor est dui.",,0
2024-08-14 06:30:13,2024-08-14 06:30:14,Survey Test,,100,1,True,2024-08-14 06:30:14,R_8hWBpGHoUcXekqa,,,,,,,test,,Female,Posuere atque vestibulum nunc rutrum? Lacus quam? Eget eu. Lectus bibendum metus. Curabitur temporibus elit.,"a.Some high school, no diploma",c.Independent,,Far more than average,"a.No, but I was eligible to vote",1-3 times per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,FoxNews.com,MSNBC.com,The Drudge Report,Google News,ABC News website,NBC News website,Yahoo! News,Reuters website,National Public Radio (NPR) website",Against,Somewhat in favor,Somewhat against,Somewhat against,Strongly in favor,Somewhat against,5,1 - Vague understanding,7 - Thorough understanding,4,1 - Vague understanding,2,,,,,,,Natoque massa ullamcorper urna. Erat aliquam porttitor. Vestibulum dapibus tellus euismod vitae aenean sed fusce.,3,In favor,"Volutpat facilisis ab augue ullamcorper. Massa sollicitudin temporibus proin, arcu.",4,Against,,,,,,,,,,,,,,,,,,,,,,,,,Conservative,Very Conservative,Liberal,Neither Liberal Nor Conservative,Somewhat Liberal,Somewhat Liberal,Conservative,1732094754,Aliquam sed commodo nec atque integer sagittis ac commodo facilisis.,,0
2024-08-14 06:30:14,2024-08-14 06:30:15,Survey Test,,100,1,True,2024-08-14 06:30:15,R_6PddT54Sq7TgORU,,,,,,,test,,Male,"Donec platea elit porttitor bibendum vulputate felis et, arcu leo dictumst wisi.","b.High school graduate, or equivalent",a.Democrat,,Far more than average,c.Yes,Less than once per week,"Washington Post website,CNN.com,CBS News website,NBC News website,USA Today website,New York Post Online,None of these websites",Against,Neither in favor nor against,Somewhat in favor,Strongly against,Somewhat in favor,Strongly against,6,6,3,6,2,1 - Vague understanding,,,,,,,,,,,,,Suspendisse commodo? Per suspendisse ultrices rhoncus ultrices elit dictumst. Luctus.,4,In favor,Dapibus eget. Velit integer commodo pellentesque primis iaculis sagittis molestie.,1 - Vague understanding,Neither in favor nor against,,,,,,,,,,,,,,,,,,,Very Conservative,Very Conservative,Neither Liberal Nor Conservative,Conservative,Liberal,Very Conservative,Somewhat Liberal,1077070352,Aenean diam suspendisse posuere id laoreet? Mauris est faucibus nonummy tellus dapibus morbi porttitor quam.,,0
2024-08-14 06:30:15,2024-08-14 06:30:15,Survey Test,,100,0,True,2024-08-14 06:30:15,R_8w6fSSSMl426sWW,,,,,,,test,,Male,"Lorem! Accumsan? Dictumst nonummy, consectetuer. Auctor enim fermentum. Elit odio wisi venenatis ab.","a.Some high school, no diploma",a.Democrat,,Somewhat less than average,"a.No, but I was eligible to vote",1-3 times per week,"CNN.com,MSNBC.com,USA Today website",Strongly in favor,Strongly in favor,Neither in favor nor against,Against,Strongly in favor,Neither in favor nor against,1 - Vague understanding,6,5,6,3,6,,,,,,,,,,,,,,,,,,,Aliquam tempor est auctor phasellus lectus ante ut! Eleifend. Atque nonummy rhoncus ut viverra.,3,Against,Interdum mi duis dapibus leo? Convallis sit at convallis vitae turpis.,3,Against,,,,,,,,,,,,,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Somewhat Conservative,Conservative,Conservative,Somewhat Conservative,Neither Liberal Nor Conservative,1254626574,Rhoncus faucibus a dignissim mattis ipsum nullam ut! Malesuada ipsum.,,1
2024-08-14 06:30:16,2024-08-14 06:30:16,Survey Test,,100,0,True,2024-08-14 06:30:16,R_5zNzRkapNMn0gF8,,,,,,,test,,Male,Rhoncus? Urna egestas. Fermentum blandit auctor gravida consequat. Culpa magna! Culpa.,"b.High school graduate, or equivalent",e.Other (Please Specify),Pretium eleifend dui! Enim ab volutpat. Venenatis luctus pretium dolorem cursus. Et phasellus.,Somewhat more than average,c.Yes,More than 3 times per week,"New York Times website,Washington Post website,CNN.com,FoxNews.com,The Drudge Report,Google News,ABC News website,CBS News website,National Public Radio (NPR) website,None of these websites",Somewhat against,Strongly in favor,Somewhat in favor,Strongly in favor,Somewhat against,Neither in favor nor against,1 - Vague understanding,3,4,5,4,1 - Vague understanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viverra vivamus. Natoque. Potenti sem purus erat per ante rutrum non facilisi et molestie lacus.,4,Against,"Temporibus mattis! Elit rutrum. Fringilla massa sed atque ullamcorper enim, enim magnis auctor sed est.",Vague understanding,Strongly against,Very Liberal,Neither Liberal Nor Conservative,Conservative,Somewhat Conservative,Very Conservative,Somewhat Liberal,Very Conservative,50712018,Pellentesque natoque commodo leo sapien ullamcorper etiam wisi est augue consectetuer.,,1
2024-08-14 06:30:16,2024-08-14 06:30:17,Survey Test,,100,1,True,2024-08-14 06:30:17,R_e5uV2PfuKifZITs,,,,,,,test,,Female,"Gravida dapibus, eu euismod etiam malesuada? Tempus cras lorem curabitur mi.",e.Bachelor's degree,e.Other (Please Specify),Bibendum? Cursus vehicula ipsum arcu ante tempus. Lorem viverra tempor integer ultricies pretium.,Average,c.Yes,Less than once per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,FoxNews.com,MSNBC.com,The Drudge Report,Google News,NBC News website,The Associated Press (AP) website,Reuters website,USA Today website,New York Post Online,None of these websites",Neither in favor nor against,Strongly against,In favor,Against,Strongly against,Somewhat against,7 - Thorough understanding,4,2,3,6,1 - Vague understanding,,,,,,,,,,,,,,,,,,,"Platea dolorem, ultricies. At. Pretium lacus neque. Amet viverra rhoncus! Urna sollicitudin venenatis.",4,In favor,"Atque pretium et in diam in, montes imperdiet metus rhoncus odio ac vel.",1 - Vague understanding,Somewhat in favor,,,,,,,,,,,,,Very Conservative,Somewhat Conservative,Liberal,Conservative,Very Liberal,Very Liberal,Very Conservative,1175518165,Imperdiet etiam atque. Donec accumsan natoque dignissim. Cursus iaculis interdum proin.,,1
2024-08-14 06:30:17,2024-08-14 06:30:18,Survey Test,,100,1,True,2024-08-14 06:30:18,R_6A6p2lFkCnsncDs,,,,,,,test,,Male,Amet fermentum primis tortor consequat risus pretium curabitur sagittis temporibus lorem.,d.Associate's degree,a.Democrat,,Average,e.Don't remember,More than 3 times per week,"New York Times website,The Drudge Report,Google News,CBS News website,Yahoo! News,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website,USA Today website",Somewhat against,Strongly in favor,In favor,Strongly against,Somewhat in favor,Somewhat against,1 - Vague understanding,7 - Thorough understanding,5,3,4,1 - Vague understanding,Urna! Ac! Sit natoque erat accumsan suscipit porttitor iaculis vehicula.,5,Strongly against,Lectus facilisis donec. Vestibulum! Elementum commodo et! Nonummy posuere morbi.,1 - Vague understanding,Somewhat in favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Conservative,Somewhat Liberal,Very Liberal,Conservative,Very Liberal,Somewhat Liberal,Very Conservative,1812572947,"Fusce wisi egestas nec atque potenti odio nunc maecenas, pellentesque enim felis, in.",,0
2024-08-14 06:30:18,2024-08-14 06:30:18,Survey Test,,100,0,True,2024-08-14 06:30:18,R_4GH46pzonqsVIhw,,,,,,,test,,Female,"Non? Donec tincidunt blandit proin, diam. Sollicitudin risus! Metus! Integer augue posuere.",e.Doctoral degree,b.Republican,,Far more than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",1-3 times per week,The Drudge Report,Against,In favor,Neither in favor nor against,In favor,Somewhat in favor,Against,2,4,7 - Thorough understanding,5,5,7 - Thorough understanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porta est ultricies mattis porta. Sagittis lacus rhoncus nec nec, auctor! Convallis.",5,Neither in favor nor against,Nec pellentesque tellus tincidunt natoque orci malesuada nibh felis! Viverra. Et imperdiet.,Vague understanding,Against,Somewhat Conservative,Liberal,Very Liberal,Somewhat Conservative,Somewhat Conservative,Somewhat Liberal,Liberal,1246546181,Culpa molestie massa vivamus. Pede ante pretium suspendisse sollicitudin? Nunc nunc sed vivamus.,,1
2024-08-14 06:30:18,2024-08-14 06:30:19,Survey Test,,100,1,True,2024-08-14 06:30:19,R_0emIMAG3wSK0LRQ,,,,,,,test,,Male,"Atque velit montes vel fusce suscipit auctor porttitor elementum, id.",d.Associate's degree,a.Democrat,,Far less than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",Less than once per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,FoxNews.com,MSNBC.com,The Drudge Report,Google News,ABC News website,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website,USA Today website,New York Post Online,None of these websites",Strongly in favor,Strongly against,Somewhat in favor,Neither in favor nor against,Neither in favor nor against,Neither in favor nor against,6,5,4,7 - Thorough understanding,6,1 - Vague understanding,,,,,,,,,,,,,,,,,,,,,,,,,Vestibulum vehicula eleifend! Volutpat. Risus sollicitudin elit vehicula natoque eros suspendisse.,6,Somewhat against,Dolorem viverra odio iaculis. Dolorem iaculis? Vel temporibus orci nullam. Nonummy.,2,Somewhat against,,,,,,,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Very Conservative,Very Liberal,Somewhat Liberal,Liberal,1328979976,"Eros eleifend in rhoncus id ante leo, sagittis velit erat aenean augue odio dui.",,1
2024-08-14 06:30:19,2024-08-14 06:30:20,Survey Test,,100,1,True,2024-08-14 06:30:20,R_cPjfWTiXqvOqfjw,,,,,,,test,,Male,Laoreet placerat. Consectetuer magna et accumsan tortor ligula dignissim ultrices nulla eget.,e.Doctoral degree,c.Independent,,Far more than average,e.Don't remember,1-3 times per week,"Huffington Post,The Drudge Report,Google News,Reuters website,National Public Radio (NPR) website,New York Post Online",Against,Somewhat in favor,Somewhat in favor,Somewhat against,Somewhat in favor,In favor,5,6,4,6,4,3,,,,,,,Imperdiet. Felis ultricies. Mi vehicula aenean lacus orci dictumst ligula arcu! Rutrum. Vel mi.,Thorough understanding,Against,"Aenean pellentesque. Imperdiet! Maecenas iaculis phasellus porta duis, non pede mauris consectetuer.",4,Strongly in favor,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,Very Conservative,Liberal,Liberal,Conservative,Very Conservative,Neither Liberal Nor Conservative,1541082474,Non fusce vel mi dictumst suscipit lacus interdum elementum turpis.,,0
2024-08-14 06:30:20,2024-08-14 06:30:20,Survey Test,,100,0,True,2024-08-14 06:30:21,R_d1rkEYvIKbBkuO2,,,,,,,test,,Male,Vehicula natoque dui quis accusamus sagittis sem egestas interdum ipsum! Faucibus pellentesque nulla at.,e.Doctoral degree,b.Republican,,Somewhat less than average,"a.No, but I was eligible to vote",1-3 times per week,"New York Times website,Huffington Post,CNN.com,The Drudge Report,Google News,ABC News website,NBC News website,Yahoo! News,Reuters website,USA Today website",Somewhat in favor,In favor,Against,Strongly against,Somewhat in favor,Neither in favor nor against,7 - Thorough understanding,1 - Vague understanding,4,1 - Vague understanding,5,1 - Vague understanding,,,,,,,,,,,,,,,,,,,,,,,,,Natoque lorem id temporibus vulputate fermentum. Lacus tellus sodales enim accumsan.,6,Somewhat in favor,Ullamcorper leo sapien tempora fermentum pede venenatis sapien sed? Erat ante sapien.,5,Somewhat in favor,,,,,,,Conservative,Conservative,Somewhat Conservative,Liberal,Somewhat Liberal,Conservative,Neither Liberal Nor Conservative,702785211,"Venenatis urna venenatis odio, amet. Et potenti aliquam ante viverra. Fringilla felis fermentum amet.",,1
2024-08-14 06:30:21,2024-08-14 06:30:21,Survey Test,,100,0,True,2024-08-14 06:30:21,R_54jqSbQQWXlaDMa,,,,,,,test,,Female,"Justo placerat lorem purus facilisi, facilisis lacus pellentesque nulla at tortor. Nulla egestas fermentum.",c.Some college,c.Independent,,Average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",1-3 times per week,"New York Times website,Huffington Post,Washington Post website,CNN.com,FoxNews.com,MSNBC.com,The Drudge Report,ABC News website,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,Reuters website,National Public Radio (NPR) website,USA Today website,New York Post Online,None of these websites",Strongly against,Strongly in favor,Neither in favor nor against,Somewhat against,Against,Strongly in favor,6,7 - Thorough understanding,5,2,3,3,,,,,,,,,,,,,,,,,,,Nulla risus ut? Fusce platea! Placerat tempor magna tincidunt wisi bibendum! Odio vel! Volutpat.,6,Against,Laoreet eu accumsan tortor suscipit ut. Ullamcorper dignissim. Viverra commodo. Praesent vivamus proin id? Pretium.,5,Somewhat against,,,,,,,,,,,,,Somewhat Conservative,Somewhat Liberal,Liberal,Conservative,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,Neither Liberal Nor Conservative,933160592,"Wisi accumsan elit wisi ut augue et facilisi, sit sem atque risus.",,1
2024-08-14 06:30:21,2024-08-14 06:30:22,Survey Test,,100,1,True,2024-08-14 06:30:22,R_1HcuuYbmWd1kzDo,,,,,,,test,,Male,"Praesent aenean, risus posuere montes sagittis! Aenean rhoncus orci maecenas nec pharetra lorem. Venenatis.",d.Associate's degree,b.Republican,,Far more than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",Less than once per week,"CNN.com,MSNBC.com,Google News,The Associated Press (AP) website,Reuters website,New York Post Online",Against,Somewhat against,Somewhat in favor,Somewhat in favor,Somewhat against,In favor,4,4,2,1 - Vague understanding,7 - Thorough understanding,2,Platea pharetra duis facilisis urna at maecenas pretium atque? Quam odio dignissim consequat.,7 - Thorough understanding,Somewhat Against,Pellentesque diam sagittis tempora ac dolorem mauris posuere sagittis nunc elementum.,3,Neither in favor nor against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Very Conservative,Liberal,Neither Liberal Nor Conservative,Conservative,Somewhat Liberal,Very Conservative,1430021092,Risus mattis interdum integer eget vehicula tortor mattis fringilla magna lacus.,,0
2024-08-14 06:30:22,2024-08-14 06:30:23,Survey Test,,100,1,True,2024-08-14 06:30:23,R_daRmAOdhjRfgTqK,,,,,,,test,,Male,"Elit, blandit lectus mauris nonummy risus risus montes elit tincidunt! Per? Malesuada wisi, id.",g.Professional degree,c.Independent,,Far less than average,"b.No, because I was not eligible to vote (e.g., not a USA citizen or other reasons)",1-3 times per week,"Huffington Post,CNN.com,ABC News website,NBC News website,The Associated Press (AP) website,National Public Radio (NPR) website",Somewhat against,Strongly against,Somewhat against,Somewhat in favor,Somewhat against,In favor,3,1 - Vague understanding,5,1 - Vague understanding,3,7 - Thorough understanding,,,,,,,,,,,,,Malesuada vulputate arcu porttitor venenatis sapien magna. Etiam accusamus fusce? Blandit? Viverra dolor.,5,Strongly against,Quam magnis luctus praesent lectus. Pharetra vivamus rhoncus amet mauris.,1 - Vague understanding,Against,,,,,,,,,,,,,,,,,,,Neither Liberal Nor Conservative,Liberal,Very Liberal,Somewhat Conservative,Conservative,Somewhat Liberal,Very Liberal,169232939,"Nullam, tempora pede risus, eu diam ligula culpa enim phasellus nulla.",,0
2024-08-14 06:30:23,2024-08-14 06:30:23,Survey Test,,100,0,True,2024-08-14 06:30:24,R_42WFXY71SR2DxHM,,,,,,,test,,Female,Natoque? Leo a donec phasellus platea amet leo scelerisque ridiculus dui fringilla interdum.,e.Doctoral degree,e.Other (Please Specify),Potenti blandit ipsum urna elementum nec quam laoreet sagittis et wisi.,Somewhat less than average,e.Don't remember,More than 3 times per week,None of these websites,Somewhat against,Neither in favor nor against,Neither in favor nor against,In favor,Against,Somewhat against,7 - Thorough understanding,2,5,3,7 - Thorough understanding,7 - Thorough understanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magna urna elit primis porttitor tempor accumsan? Phasellus dapibus et? Vivamus integer orci.,3,Somewhat against,Diam imperdiet sapien commodo pretium nulla elementum massa ultrices viverra? Porta fermentum et praesent ab.,3,Neither in favor nor against,Very Liberal,Very Liberal,Liberal,Neither Liberal Nor Conservative,Very Conservative,Somewhat Liberal,Conservative,1430127661,Iaculis maecenas in ullamcorper at arcu? Erat? Quam! Neque fusce culpa ligula suscipit odio nonummy.,,1
2024-08-14 06:30:24,2024-08-14 06:30:24,Survey Test,,100,0,True,2024-08-14 06:30:24,R_5zIObqhsS1vpqiq,,,,,,,test,,Male,"Aliquam. Non porttitor, iaculis porttitor aliquam, ultricies donec egestas fermentum. Curabitur interdum elit euismod.",e.Doctoral degree,c.Independent,,Average,e.Don't remember,Less than once per week,"New York Times website,CNN.com,FoxNews.com,ABC News website,CBS News website,NBC News website,USA Today website,New York Post Online",Strongly against,Strongly against,In favor,Against,Strongly against,In favor,1 - Vague understanding,1 - Vague understanding,7 - Thorough understanding,7 - Thorough understanding,7 - Thorough understanding,5,"Orci! Lacus convallis dolor amet ultrices, in id non! Urna.",3,In favor,Urna metus commodo? Tempor morbi? Tellus arcu cras tortor mattis gravida.,2,Neither in favor nor against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,Somewhat Liberal,Very Liberal,Very Liberal,Very Conservative,Very Liberal,Somewhat Liberal,1116220733,Magna sapien urna est metus interdum? Quis. Posuere eget sed? Duis ridiculus.,,0
2024-08-14 06:30:24,2024-08-14 06:30:25,Survey Test,,100,1,True,2024-08-14 06:30:25,R_8uEb8pVmfvaqHxc,,,,,,,test,,Male,Posuere. Purus rhoncus? Luctus etiam est quam fringilla integer! Bibendum placerat. Posuere accumsan.,f.Master's degree,a.Democrat,,Far more than average,e.Don't remember,1-3 times per week,"New York Times website,CNN.com,FoxNews.com,CBS News website,The Associated Press (AP) website,Reuters website,None of these websites",Strongly in favor,Strongly against,Strongly against,Neither in favor nor against,Against,Strongly in favor,3,1 - Vague understanding,5,7 - Thorough understanding,2,5,,,,,,,Ipsum purus phasellus vitae eleifend dignissim. Erat. Elementum. Fringilla pellentesque morbi.,4,Against,"Arcu? Auctor tortor, porttitor tincidunt, risus eu egestas sapien auctor augue.",6,Neither in favor nor against,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Liberal,Conservative,Liberal,Neither Liberal Nor Conservative,Liberal,Neither Liberal Nor Conservative,258148136,Porttitor! Massa elit ultrices potenti potenti suscipit nullam curabitur. Nullam.,,0
2024-08-14 06:30:25,2024-08-14 06:30:26,Survey Test,,100,1,True,2024-08-14 06:30:26,R_1G4eZ5Lum3RyfZ4,,,,,,,test,,Male,"Proin per aliquam in. Tincidunt, suscipit montes, enim nibh rhoncus? Auctor sagittis arcu.",e.Doctoral degree,c.Independent,,Somewhat less than average,"a.No, but I was eligible to vote",1-3 times per week,"The Drudge Report,CBS News website,NBC News website,Yahoo! News,USA Today website,New York Post Online",Strongly in favor,Neither in favor nor against,Somewhat in favor,Somewhat against,Against,Somewhat against,6,4,1 - Vague understanding,6,4,3,,,,,,,,,,,,,"Scelerisque convallis? Risus, tempus venenatis lectus magna justo luctus id lectus lorem.",4,Neither in favor nor against,Bibendum in non. Aenean quis at ullamcorper in nibh. Morbi suspendisse integer tempora.,7 - Thorough understanding,Strongly in favor,,,,,,,,,,,,,,,,,,,Somewhat Conservative,Neither Liberal Nor Conservative,Somewhat Liberal,Very Conservative,Very Liberal,Liberal,Somewhat Conservative,1533977700,Rhoncus integer ligula elementum gravida sit donec atque sit bibendum platea.,,0
2024-08-14 06:30:26,2024-08-14 06:30:26,Survey Test,,100,0,True,2024-08-14 06:30:27,R_82L1Z03T5AM3O1U,,,,,,,test,,Female,Diam consequat at lectus lacus culpa leo! Proin? Vivamus tempora phasellus.,e.Bachelor's degree,e.Other (Please Specify),"Viverra, sollicitudin etiam. Elit nulla porta nibh sodales dapibus egestas. Mi placerat.",Far less than average,c.Yes,Less than once per week,"Huffington Post,CNN.com,FoxNews.com,ABC News website,CBS News website,NBC News website,Reuters website,New York Post Online,None of these websites",Strongly against,In favor,In favor,Somewhat in favor,In favor,Strongly against,3,2,5,6,7 - Thorough understanding,7 - Thorough understanding,"Accumsan velit in metus turpis sit ut justo, pretium per. A fringilla luctus.",6,Strongly in favor,Nunc scelerisque. Ac ultrices tincidunt. Sagittis interdum ante leo ante sagittis suspendisse. Felis.,7 - Thorough understanding,Somewhat in favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Conservative,Very Liberal,Very Conservative,Very Liberal,Somewhat Conservative,Very Conservative,Neither Liberal Nor Conservative,230229645,"Metus nunc malesuada convallis turpis non vivamus gravida, nunc ab.",,0
2024-08-14 06:30:27,2024-08-14 06:30:27,Survey Test,,100,0,True,2024-08-14 06:30:27,R_a5Wt430aOMYzl3M,,,,,,,test,,Male,Magna vestibulum et velit interdum dapibus est sed fermentum in sapien vivamus etiam magna.,e.Doctoral degree,e.Other (Please Specify),Ab. Diam bibendum faucibus bibendum egestas a? Per! Orci pede scelerisque. Rhoncus orci.,Somewhat more than average,e.Don't remember,Less than once per week,"New York Times website,Huffington Post,Washington Post website,MSNBC.com,Google News,CBS News website,NBC News website,Yahoo! News,The Associated Press (AP) website,National Public Radio (NPR) website,USA Today website,New York Post Online,None of these websites",In favor,In favor,Strongly against,Strongly in favor,Somewhat against,Against,6,5,1 - Vague understanding,7 - Thorough understanding,3,1 - Vague understanding,,,,,,,,,,,,,,,,,,,,,,,,,Fusce. Morbi mauris? Sit fringilla ac metus rhoncus molestie est primis.,7 - Thorough understanding,Somewhat against,Maecenas. Amet vehicula porttitor velit tempus. Odio dolor ridiculus ab primis natoque dapibus.,2,Somewhat against,,,,,,,Very Conservative,Very Liberal,Somewhat Liberal,Somewhat Conservative,Somewhat Conservative,Conservative,Somewhat Liberal,1794498889,"Suspendisse tincidunt. Massa tempora duis accumsan, volutpat. Facilisi temporibus odio et lorem. Felis eget.",,1
2024-08-14 06:30:27,2024-08-14 06:30:28,Survey Test,,100,1,True,2024-08-14 06:30:28,R_8itwyhdlqwts5yC,,,,,,,test,,Female,Tempus! Ut. Nibh magnis dolorem. Per. Eleifend auctor. Justo fermentum vulputate.,e.Bachelor's degree,b.Republican,,Somewhat less than average,"a.No, but I was eligible to vote",1-3 times per week,"Huffington Post,Washington Post website,Google News,CBS News website,Yahoo! News",Strongly in favor,Strongly in favor,Somewhat in favor,In favor,Somewhat in favor,Strongly in favor,3,3,4,4,4,1 - Vague understanding,,,,,,,Proin potenti integer. Dolor fringilla cursus. Vestibulum porta cras. Arcu luctus ab fringilla.,5,In favor,Mattis mauris. Aliquet? Potenti erat dolor ut curabitur nulla temporibus convallis urna donec. Sapien.,4,Somewhat against,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,Liberal,Somewhat Liberal,Neither Liberal Nor Conservative,Conservative,Somewhat Conservative,Liberal,1772939682,"Curabitur porta fringilla etiam wisi morbi euismod molestie, mauris tempora vitae! Ante.",,0
